,Number of Referrals,Tenure in Months,Offer,Internet Service,Contract,Payment Method,Total Charges,Total Revenue,Customer Status
6049,0,36,None,Yes,One Year,Credit Card,1893.5,2827.7,0
6050,1,47,None,Yes,Two Year,Credit Card,2768.65,2768.65,0
6051,0,16,None,No,Month-to-Month,Credit Card,294.9,691.54,0
6052,0,17,None,No,One Year,Bank Withdrawal,351.55,1163.98,0
6053,9,38,None,No,Two Year,Credit Card,746.05,1765.97,0
6054,0,1,None,Yes,Month-to-Month,Bank Withdrawal,79.1,121.4,1
6055,0,72,None,Yes,Two Year,Credit Card,6440.25,8295.69,1
6056,0,50,Offer B,Yes,Month-to-Month,Credit Card,1782.4,1782.4,0
6057,0,8,Offer E,Yes,Month-to-Month,Bank Withdrawal,535.55,635.15,0
6058,0,67,Offer A,Yes,Two Year,Bank Withdrawal,3260.1,5442.96,0
6059,1,38,Offer C,No,One Year,Credit Card,749.35,2422.86,0
6060,1,70,Offer A,Yes,Two Year,Credit Card,4523.25,4594.46,0
6061,0,41,Offer B,Yes,Month-to-Month,Bank Withdrawal,3090.65,4464.93,0
6062,1,59,Offer B,Yes,Two Year,Credit Card,6555.2,9275.1,0
6063,0,64,Offer B,No,One Year,Mailed Check,1642.75,1900.67,0
6064,0,3,Offer E,Yes,Month-to-Month,Bank Withdrawal,264.8,307.64,1
6065,5,22,Offer D,No,One Year,Bank Withdrawal,548.8,884.74,0
6066,0,70,None,Yes,One Year,Bank Withdrawal,4551.5,6394.03,0
6067,0,43,None,Yes,One Year,Credit Card,3921.3,5693.76,0
6068,0,5,Offer E,Yes,Month-to-Month,Mailed Check,249.95,455.45,1
6069,0,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,86.6,92.03,1
6070,0,1,None,No,Month-to-Month,Credit Card,19.55,24.65,0
6071,1,72,Offer A,Yes,Two Year,Credit Card,8399.15,10725.31,0
6072,0,18,Offer D,No,Two Year,Credit Card,454.65,998.61,0
6073,4,38,None,Yes,One Year,Bank Withdrawal,2802.3,3997.4,0
6074,2,49,None,Yes,Month-to-Month,Bank Withdrawal,4783.5,7215.37,1
6075,2,2,None,No,One Year,Credit Card,31.9,102.74,0
6076,8,12,Offer D,No,Two Year,Bank Withdrawal,313.0,842.44,0
6077,0,15,None,Yes,Month-to-Month,Bank Withdrawal,679.55,825.2,1
6078,0,3,None,Yes,Month-to-Month,Credit Card,232.5,324.52,0
6079,10,71,None,Yes,Two Year,Credit Card,4492.9,4827.31,0
6080,0,1,None,No,Month-to-Month,Bank Withdrawal,20.7,66.56,0
6081,1,34,None,Yes,Month-to-Month,Bank Withdrawal,3217.55,3315.47,1
6082,1,6,None,Yes,Month-to-Month,Bank Withdrawal,512.25,652.35,0
6083,2,51,Offer B,Yes,Month-to-Month,Bank Withdrawal,4146.05,6368.63,1
6084,0,26,None,Yes,Two Year,Bank Withdrawal,1652.4,1919.01,0
6085,0,49,Offer B,Yes,Month-to-Month,Credit Card,2934.3,4691.93,1
6086,2,24,Offer C,Yes,Month-to-Month,Bank Withdrawal,2542.45,2614.45,1
6087,0,69,None,Yes,Two Year,Bank Withdrawal,4176.7,4135.49,0
6088,0,56,Offer B,No,Two Year,Credit Card,1424.2,2682.52,0
6089,0,44,Offer B,Yes,One Year,Credit Card,2375.4,2375.4,1
6090,8,47,Offer B,Yes,One Year,Bank Withdrawal,3650.35,5507.79,0
6091,6,72,Offer A,Yes,Two Year,Credit Card,8277.05,9339.05,0
6092,0,18,Offer D,Yes,Month-to-Month,Bank Withdrawal,1221.65,1835.81,0
6093,10,51,Offer B,Yes,Two Year,Bank Withdrawal,3901.25,4410.74,0
6094,1,66,None,Yes,Two Year,Credit Card,5154.6,7286.58,1
6095,0,46,None,Yes,Month-to-Month,Bank Withdrawal,4391.25,5196.71,0
6096,0,9,Offer E,No,One Year,Mailed Check,163.7,601.19,0
6097,0,69,Offer A,Yes,One Year,Bank Withdrawal,7220.35,8630.71,1
6098,1,47,None,Yes,Month-to-Month,Bank Withdrawal,4871.05,5292.64,1
6099,0,12,None,Yes,Month-to-Month,Bank Withdrawal,927.35,1311.43,1
6100,9,72,None,Yes,Two Year,Bank Withdrawal,6954.15,7807.35,0
6101,0,4,None,Yes,Month-to-Month,Bank Withdrawal,299.7,415.26,1
6102,1,2,None,Yes,Month-to-Month,Bank Withdrawal,165.0,222.72,1
6103,0,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,71.65,100.11,1
6104,1,42,Offer B,Yes,Month-to-Month,Bank Withdrawal,1626.05,1626.05,0
6105,1,69,Offer A,Yes,Two Year,Bank Withdrawal,5601.4,8993.44,0
6106,0,14,Offer D,Yes,Month-to-Month,Bank Withdrawal,771.95,771.95,0
6107,6,66,Offer A,Yes,One Year,Bank Withdrawal,6130.95,6904.47,0
6108,4,57,Offer B,Yes,Month-to-Month,Bank Withdrawal,4018.35,6935.5,0
6109,0,14,None,Yes,Two Year,Bank Withdrawal,672.7,672.7,0
6110,0,4,Offer E,Yes,Month-to-Month,Bank Withdrawal,118.5,118.5,1
6111,0,60,None,Yes,One Year,Bank Withdrawal,6441.4,8614.8,1
6112,0,16,Offer D,Yes,One Year,Credit Card,1264.2,1699.88,0
6113,0,2,Offer E,Yes,Month-to-Month,Credit Card,101.65,154.25,0
6114,0,64,None,Yes,Two Year,Credit Card,4869.35,6595.11,0
6115,4,71,Offer A,Yes,Two Year,Bank Withdrawal,7159.7,9426.94,0
6116,0,3,None,Yes,Month-to-Month,Credit Card,148.05,262.72,0
6117,1,72,Offer A,Yes,Two Year,Credit Card,6096.45,6474.45,0
6118,0,26,Offer C,Yes,Month-to-Month,Bank Withdrawal,1800.05,2460.45,0
6119,1,1,None,Yes,Month-to-Month,Bank Withdrawal,30.2,30.2,1
6120,0,52,None,Yes,One Year,Bank Withdrawal,2790.65,5238.33,0
6121,0,72,Offer A,Yes,Two Year,Bank Withdrawal,8164.1,8348.42,0
6122,7,36,None,Yes,Two Year,Credit Card,3379.25,4838.69,0
6123,3,46,Offer B,Yes,Month-to-Month,Bank Withdrawal,2062.15,2062.15,0
6124,0,51,None,Yes,One Year,Credit Card,2356.75,4204.45,0
6125,0,4,None,Yes,Month-to-Month,Bank Withdrawal,118.4,118.4,0
6126,0,3,None,Yes,Month-to-Month,Credit Card,209.1,312.57,1
6127,0,56,Offer B,Yes,Month-to-Month,Bank Withdrawal,5916.95,6056.95,0
6128,0,16,None,Yes,Month-to-Month,Bank Withdrawal,1023.9,1613.18,1
6129,7,44,None,Yes,One Year,Bank Withdrawal,3974.15,5019.15,0
6130,0,29,Offer C,Yes,One Year,Bank Withdrawal,1696.2,1978.2,0
6131,5,29,None,No,Month-to-Month,Mailed Check,654.85,1369.41,0
6132,0,22,None,Yes,Month-to-Month,Bank Withdrawal,1692.6,1804.58,1
6133,0,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,74.0,97.7,0
6134,5,29,Offer C,Yes,One Year,Bank Withdrawal,1958.45,3062.75,0
6135,10,68,None,Yes,Two Year,Credit Card,6161.9,9160.58,0
6136,1,34,None,Yes,Month-to-Month,Bank Withdrawal,2425.4,2495.78,0
6137,0,1,None,Yes,Month-to-Month,Credit Card,51.25,90.55,0
6138,0,37,Offer C,Yes,Month-to-Month,Bank Withdrawal,2841.55,3838.7,1
6139,1,7,None,Yes,Month-to-Month,Credit Card,527.9,557.88,1
6140,0,51,None,No,Two Year,Credit Card,1042.65,3461.58,0
6141,0,52,None,Yes,Month-to-Month,Credit Card,4331.4,4709.24,0
6142,0,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,44.8,72.26,0
6143,0,21,Offer D,Yes,Month-to-Month,Credit Card,1011.5,1011.5,0
6144,4,70,None,Yes,Two Year,Bank Withdrawal,7689.8,8225.5,0
6145,6,69,None,Yes,One Year,Credit Card,6055.55,8439.5,0
6146,1,42,None,Yes,Month-to-Month,Bank Withdrawal,4186.3,4473.58,1
6147,0,33,None,Yes,Month-to-Month,Bank Withdrawal,3320.6,3867.41,0
6148,0,1,Offer E,Yes,Month-to-Month,Credit Card,44.9,60.66,0
6149,2,59,None,No,Two Year,Credit Card,1188.25,3618.46,0
6150,0,2,Offer E,No,Month-to-Month,Credit Card,62.0,142.5,0
6151,0,4,Offer E,Yes,Month-to-Month,Credit Card,319.6,398.96,0
6152,1,31,None,Yes,Month-to-Month,Bank Withdrawal,2995.45,4194.22,1
6153,6,61,Offer B,Yes,One Year,Bank Withdrawal,6518.35,7618.18,0
6154,0,42,None,No,One Year,Credit Card,839.4,2860.46,0
6155,0,13,None,Yes,Month-to-Month,Bank Withdrawal,347.25,347.25,1
6156,0,1,Offer E,Yes,Two Year,Bank Withdrawal,44.0,72.67,0
6157,0,5,None,Yes,Month-to-Month,Credit Card,223.45,223.45,1
6158,10,71,Offer A,Yes,Two Year,Credit Card,5574.35,9036.31,0
6159,0,27,None,Yes,Month-to-Month,Credit Card,1793.25,2714.99,0
6160,8,57,None,No,Two Year,Credit Card,1123.15,2812.63,0
6161,0,37,None,Yes,Two Year,Credit Card,1316.9,1416.9,0
6162,0,41,Offer B,Yes,Month-to-Month,Bank Withdrawal,3089.1,3133.38,0
6163,7,26,None,Yes,Month-to-Month,Bank Withdrawal,2078.55,2325.67,0
6164,0,10,Offer D,Yes,Month-to-Month,Bank Withdrawal,858.6,923.6,0
6165,6,31,None,Yes,Month-to-Month,Bank Withdrawal,1825.5,2776.27,0
6166,9,10,Offer D,Yes,Month-to-Month,Credit Card,568.85,787.35,0
6167,6,14,None,Yes,Month-to-Month,Credit Card,668.85,725.55,0
6168,0,9,Offer E,No,Month-to-Month,Credit Card,184.1,596.57,0
6169,5,72,Offer A,No,Two Year,Bank Withdrawal,1778.7,2403.66,0
6170,0,42,None,Yes,One Year,Credit Card,2882.25,4533.69,0
6171,3,2,Offer E,No,Month-to-Month,Credit Card,41.85,52.69,0
6172,0,25,None,Yes,Month-to-Month,Bank Withdrawal,2196.15,2657.65,1
6173,0,5,None,Yes,Month-to-Month,Bank Withdrawal,424.75,667.2,0
6174,0,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,78.95,102.91,1
6175,0,5,None,Yes,Month-to-Month,Mailed Check,219.0,219.0,1
6176,9,46,None,Yes,Month-to-Month,Bank Withdrawal,1620.25,1620.25,0
6177,0,57,None,Yes,One Year,Credit Card,2258.25,2258.25,0
6178,0,21,None,No,One Year,Bank Withdrawal,429.55,917.38,0
6179,0,4,Offer E,No,Month-to-Month,Credit Card,101.9,116.66,0
6180,7,65,Offer B,No,Two Year,Bank Withdrawal,1319.95,4482.85,0
6181,2,19,Offer D,No,One Year,Credit Card,357.7,974.63,0
6182,0,1,None,No,Month-to-Month,Credit Card,20.05,33.56,0
6183,1,51,Offer B,Yes,Month-to-Month,Bank Withdrawal,4750.95,5880.09,1
6184,1,72,None,No,Two Year,Credit Card,1874.3,2845.88,0
6185,1,70,Offer A,No,Two Year,Bank Withdrawal,1378.75,4769.55,0
6186,7,28,None,Yes,Month-to-Month,Credit Card,2433.5,3360.02,0
6187,7,71,None,Yes,One Year,Bank Withdrawal,6585.2,9183.8,0
6188,1,5,None,No,One Year,Credit Card,85.1,111.1,0
6189,0,4,None,Yes,Month-to-Month,Bank Withdrawal,303.15,413.43,1
6190,5,69,None,Yes,Two Year,Bank Withdrawal,6382.0,9825.79,0
6191,5,57,Offer B,No,Two Year,Bank Withdrawal,1167.6,3549.69,0
6192,0,68,None,Yes,Month-to-Month,Bank Withdrawal,3085.35,3085.35,0
6193,0,1,None,Yes,Month-to-Month,Credit Card,49.8,88.01,0
6194,7,71,None,Yes,One Year,Bank Withdrawal,4982.5,8432.39,0
6195,0,44,None,Yes,Month-to-Month,Bank Withdrawal,4398.15,6286.63,1
6196,10,27,None,No,One Year,Credit Card,583.3,1149.22,0
6197,6,71,Offer A,Yes,Two Year,Credit Card,5564.85,7554.27,0
6198,2,63,Offer B,Yes,One Year,Credit Card,6311.2,6401.29,0
6199,0,17,None,Yes,Month-to-Month,Credit Card,1093.1,1782.45,1
6200,8,72,None,No,Two Year,Credit Card,1797.1,2095.9,0
6201,0,9,None,Yes,Month-to-Month,Bank Withdrawal,403.35,780.63,1
6202,7,1,None,Yes,Two Year,Bank Withdrawal,74.3,92.14,0
6203,1,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,90.6,103.62,1
6204,10,65,Offer B,Yes,Two Year,Credit Card,6725.5,9097.35,0
6205,0,52,Offer B,Yes,One Year,Mailed Check,3410.6,3630.04,0
6206,0,9,None,Yes,Month-to-Month,Bank Withdrawal,708.2,825.65,0
6207,0,1,None,Yes,Month-to-Month,Bank Withdrawal,39.65,59.65,1
6208,10,21,None,No,One Year,Credit Card,350.1,728.1,0
6209,5,63,None,No,Two Year,Credit Card,1574.5,3396.46,0
6210,0,6,None,Yes,Month-to-Month,Bank Withdrawal,521.3,528.2,1
6211,0,25,Offer C,No,Month-to-Month,Credit Card,532.1,682.1,0
6212,0,66,Offer A,Yes,Two Year,Mailed Check,3177.25,3177.25,0
6213,0,44,None,Yes,Month-to-Month,Credit Card,4063.0,6039.48,0
6214,0,60,None,Yes,One Year,Credit Card,4801.1,6908.9,0
6215,0,18,None,Yes,Month-to-Month,Bank Withdrawal,1776.95,2433.77,1
6216,9,60,None,Yes,Month-to-Month,Bank Withdrawal,5985.75,8054.55,0
6217,0,11,None,No,Month-to-Month,Credit Card,245.2,585.21,1
6218,0,59,None,Yes,One Year,Bank Withdrawal,3645.5,4217.8,0
6219,0,12,None,Yes,Month-to-Month,Bank Withdrawal,593.05,1101.09,0
6220,1,8,Offer E,Yes,Two Year,Credit Card,564.35,753.79,0
6221,0,28,Offer C,Yes,Month-to-Month,Credit Card,790.7,790.7,0
6222,0,12,None,Yes,Month-to-Month,Bank Withdrawal,966.55,1180.75,0
6223,9,30,None,Yes,Month-to-Month,Bank Withdrawal,3242.5,3979.3,0
6224,0,12,Offer D,Yes,Month-to-Month,Credit Card,1029.75,1408.73,1
6225,0,2,Offer E,Yes,Month-to-Month,Credit Card,103.7,162.26,0
6226,0,3,Offer E,Yes,Month-to-Month,Credit Card,159.15,227.46,1
6227,0,41,Offer B,Yes,Month-to-Month,Bank Withdrawal,1677.85,1677.85,0
6228,1,55,Offer B,No,Two Year,Credit Card,1388.0,1467.2,0
6229,0,8,None,Yes,Month-to-Month,Bank Withdrawal,585.95,626.11,1
6230,1,72,None,Yes,Two Year,Bank Withdrawal,7372.65,7593.69,1
6231,5,72,Offer A,Yes,Two Year,Bank Withdrawal,7325.1,10481.58,0
6232,0,30,Offer C,Yes,One Year,Bank Withdrawal,2538.05,3990.95,0
6233,8,25,Offer C,No,Month-to-Month,Bank Withdrawal,546.85,1035.85,0
6234,0,1,None,Yes,Month-to-Month,Bank Withdrawal,75.1,81.04,1
6235,0,46,Offer B,Yes,Two Year,Bank Withdrawal,4863.85,6720.89,0
6236,1,32,Offer C,Yes,Month-to-Month,Credit Card,3204.65,4353.07,1
6237,0,31,None,Yes,Month-to-Month,Bank Withdrawal,2429.1,3578.27,0
6238,7,68,Offer A,Yes,Two Year,Bank Withdrawal,3794.5,3794.5,0
6239,6,58,None,Yes,Two Year,Credit Card,6393.65,8548.35,0
6240,1,70,Offer A,Yes,One Year,Bank Withdrawal,4113.15,4080.62,0
6241,1,1,None,Yes,Month-to-Month,Mailed Check,80.05,119.84,1
6242,0,48,None,Yes,One Year,Credit Card,3887.85,6072.33,0
6243,5,72,Offer A,Yes,Two Year,Credit Card,8065.65,11032.77,0
6244,1,3,Offer E,Yes,Month-to-Month,Mailed Check,168.15,256.02,1
6245,1,2,Offer E,Yes,Month-to-Month,Bank Withdrawal,141.45,160.97,1
6246,0,8,None,Yes,Month-to-Month,Bank Withdrawal,668.4,926.88,1
6247,0,63,None,No,Two Year,Credit Card,1298.7,2342.61,0
6248,1,35,None,Yes,Month-to-Month,Bank Withdrawal,3653.35,4212.65,1
6249,4,13,Offer D,Yes,Month-to-Month,Mailed Check,1162.85,1755.65,1
6250,4,30,Offer C,Yes,One Year,Bank Withdrawal,1985.15,3087.35,0
6251,10,60,Offer B,Yes,Month-to-Month,Bank Withdrawal,3582.4,3582.4,0
6252,1,33,Offer C,Yes,Month-to-Month,Bank Withdrawal,2964.05,3978.45,0
6253,2,54,None,Yes,One Year,Bank Withdrawal,5763.3,6240.12,1
6254,7,67,None,Yes,One Year,Bank Withdrawal,7281.6,7464.36,0
6255,10,25,None,Yes,Month-to-Month,Credit Card,1837.7,1868.12,0
6256,0,72,None,Yes,Two Year,Bank Withdrawal,8012.75,9754.43,0
6257,0,18,None,Yes,Month-to-Month,Bank Withdrawal,1451.9,2181.56,1
6258,9,63,Offer B,No,Two Year,Credit Card,1237.65,2332.59,0
6259,7,39,None,No,Two Year,Credit Card,903.8,2056.64,0
6260,0,33,None,No,Two Year,Credit Card,689.75,1167.59,0
6261,0,48,Offer B,No,One Year,Bank Withdrawal,1004.5,1533.46,0
6262,0,10,None,Yes,Month-to-Month,Bank Withdrawal,830.85,1007.35,1
6263,6,10,Offer D,Yes,One Year,Credit Card,475.7,737.4,0
6264,8,45,None,Yes,Month-to-Month,Credit Card,3713.95,4739.95,0
6265,0,28,Offer C,Yes,Month-to-Month,Bank Withdrawal,2979.5,3912.94,1
6266,0,64,None,Yes,Two Year,Bank Withdrawal,7334.05,10169.89,0
6267,0,48,None,Yes,One Year,Credit Card,2896.4,4524.08,1
6268,3,68,Offer A,Yes,Two Year,Credit Card,6297.65,6529.53,0
6269,0,6,None,Yes,Month-to-Month,Credit Card,401.3,567.44,0
6270,0,29,Offer C,No,One Year,Credit Card,529.5,1965.58,0
6271,8,39,None,No,Two Year,Credit Card,987.95,1787.06,0
6272,0,20,Offer D,Yes,Two Year,Bank Withdrawal,1745.2,2265.4,0
6273,0,3,Offer E,Yes,Month-to-Month,Bank Withdrawal,169.05,301.42,1
6274,0,52,None,Yes,Month-to-Month,Bank Withdrawal,3043.7,3530.94,0
6275,4,71,None,Yes,Two Year,Bank Withdrawal,8564.75,9004.24,0
6276,0,41,None,Yes,One Year,Bank Withdrawal,3320.75,4887.36,0
6277,3,69,None,Yes,Two Year,Credit Card,2779.5,2779.5,0
6278,3,68,None,Yes,Two Year,Credit Card,5746.75,7442.67,0
6279,0,20,None,Yes,One Year,Credit Card,1055.9,1502.1,0
6280,2,7,None,Yes,Month-to-Month,Bank Withdrawal,700.85,943.47,1
6281,0,35,Offer C,No,One Year,Bank Withdrawal,754.0,2224.7,0
6282,8,17,Offer D,No,One Year,Bank Withdrawal,329.75,579.48,0
6283,0,1,None,Yes,Month-to-Month,Bank Withdrawal,49.55,60.38,0
6284,4,7,None,Yes,Month-to-Month,Credit Card,313.45,533.46,0
6285,0,62,Offer B,Yes,One Year,Credit Card,7133.45,9417.53,0
6286,0,1,Offer E,No,Month-to-Month,Credit Card,25.0,28.39,0
6287,0,44,Offer B,No,Two Year,Mailed Check,868.1,1459.9,0
6288,0,39,None,Yes,One Year,Credit Card,1309.15,1309.15,0
6289,1,12,None,Yes,Month-to-Month,Mailed Check,309.1,309.1,1
6290,4,72,Offer A,Yes,Two Year,Bank Withdrawal,7711.45,10881.61,0
6291,9,47,Offer B,No,One Year,Credit Card,951.55,1257.52,0
6292,8,15,None,Yes,Month-to-Month,Bank Withdrawal,1669.4,2031.2,0
6293,0,2,Offer E,Yes,Month-to-Month,Bank Withdrawal,108.65,196.51,0
6294,4,54,Offer B,Yes,Month-to-Month,Bank Withdrawal,1364.75,1364.75,0
6295,4,69,None,Yes,One Year,Credit Card,6744.2,9978.23,0
6296,0,72,None,Yes,Two Year,Bank Withdrawal,4566.5,4566.5,0
6297,0,21,Offer D,No,Two Year,Credit Card,435.25,902.03,0
6298,0,3,None,No,One Year,Credit Card,52.05,88.2,0
6299,0,46,Offer B,Yes,One Year,Credit Card,4664.2,6071.8,0
6300,2,34,None,Yes,Two Year,Credit Card,2427.35,2868.67,0
6301,1,31,None,Yes,Month-to-Month,Bank Withdrawal,3019.5,3135.22,1
6302,4,72,None,Yes,Two Year,Credit Card,7919.8,10939.48,0
6303,0,37,None,No,Two Year,Credit Card,784.25,1764.38,0
6304,7,60,None,No,Two Year,Credit Card,1161.75,2480.55,0
6305,2,44,None,Yes,Month-to-Month,Bank Withdrawal,1359.7,1359.7,1
6306,0,62,None,Yes,One Year,Bank Withdrawal,7053.35,10016.95,0
6307,0,25,None,Yes,Month-to-Month,Bank Withdrawal,2187.55,3073.22,1
6308,10,42,None,No,Two Year,Mailed Check,867.3,2309.16,0
6309,0,25,Offer C,Yes,Two Year,Bank Withdrawal,2513.5,2637.0,0
6310,1,18,None,Yes,Month-to-Month,Credit Card,1082.8,1415.26,0
6311,0,9,None,Yes,Month-to-Month,Bank Withdrawal,803.3,1070.6,1
6312,0,68,Offer A,Yes,One Year,Credit Card,5233.25,6612.97,0
6313,0,1,None,Yes,Month-to-Month,Credit Card,84.6,111.45,1
6314,0,47,Offer B,Yes,Month-to-Month,Bank Withdrawal,5127.95,6818.54,1
6315,0,12,None,No,Month-to-Month,Mailed Check,255.35,748.67,0
6316,0,2,Offer E,Yes,Month-to-Month,Mailed Check,152.7,210.78,1
6317,1,15,Offer D,No,Month-to-Month,Credit Card,340.85,938.45,0
6318,0,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,78.65,124.74,1
6319,0,51,Offer B,Yes,One Year,Bank Withdrawal,4837.6,7120.87,1
6320,8,63,Offer B,No,Two Year,Credit Card,1573.05,3116.55,0
6321,1,32,None,Yes,One Year,Credit Card,3131.55,4559.39,0
6322,0,29,Offer C,Yes,Month-to-Month,Credit Card,2933.2,3737.95,1
6323,0,1,Offer E,Yes,Month-to-Month,Mailed Check,44.95,58.58,0
6324,2,41,Offer B,Yes,One Year,Bank Withdrawal,4162.05,4565.9,0
6325,0,50,None,No,Two Year,Credit Card,970.85,1918.35,0
6326,7,56,None,No,One Year,Bank Withdrawal,1261.7,2449.46,0
6327,3,57,Offer B,Yes,One Year,Bank Withdrawal,5535.8,7940.06,0
6328,0,3,Offer E,Yes,Month-to-Month,Credit Card,157.55,257.39,0
6329,0,22,Offer D,No,Month-to-Month,Bank Withdrawal,469.85,1437.19,0
6330,9,36,None,No,Two Year,Credit Card,930.95,2183.39,0
6331,8,22,None,No,One Year,Bank Withdrawal,452.35,1450.05,0
6332,9,70,None,No,Two Year,Bank Withdrawal,1303.5,2935.41,0
6333,0,14,Offer D,Yes,Month-to-Month,Bank Withdrawal,765.45,1454.53,0
6334,0,18,Offer D,No,One Year,Credit Card,411.25,436.81,0
6335,0,23,Offer D,Yes,One Year,Credit Card,1756.6,2562.29,0
6336,1,7,Offer E,Yes,Month-to-Month,Bank Withdrawal,646.85,796.86,1
6337,0,1,None,No,Month-to-Month,Mailed Check,20.15,47.74,0
6338,1,71,None,Yes,Two Year,Bank Withdrawal,8310.55,10842.48,0
6339,5,4,None,Yes,Month-to-Month,Credit Card,235.1,405.94,1
6340,0,64,None,Yes,One Year,Bank Withdrawal,6688.1,7332.58,0
6341,0,35,None,Yes,Month-to-Month,Bank Withdrawal,2096.1,2171.35,0
6342,0,11,Offer D,Yes,Month-to-Month,Mailed Check,851.8,1370.12,0
6343,0,27,Offer C,Yes,One Year,Bank Withdrawal,2673.45,2982.67,0
6344,5,64,None,Yes,Two Year,Bank Withdrawal,6823.4,9371.25,0
6345,0,71,Offer A,Yes,Two Year,Bank Withdrawal,8477.6,9748.5,0
6346,0,1,None,Yes,One Year,Credit Card,74.1,110.15,0
6347,1,34,Offer C,Yes,Month-to-Month,Credit Card,2718.3,3596.86,1
6348,0,69,Offer A,Yes,Two Year,Credit Card,4577.9,5537.69,0
6349,0,9,Offer E,Yes,Month-to-Month,Bank Withdrawal,651.5,920.33,0
6350,0,1,None,No,Month-to-Month,Bank Withdrawal,18.85,26.65,0
6351,1,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,50.35,50.35,1
6352,0,21,Offer D,Yes,Month-to-Month,Credit Card,1393.6,2230.45,0
6353,0,13,None,Yes,Month-to-Month,Bank Withdrawal,764.55,1116.07,0
6354,0,7,None,Yes,Month-to-Month,Bank Withdrawal,488.65,636.49,0
6355,0,3,None,Yes,Month-to-Month,Bank Withdrawal,58.9,58.9,1
6356,0,57,Offer B,Yes,One Year,Bank Withdrawal,3035.8,4656.88,0
6357,0,11,None,Yes,Month-to-Month,Bank Withdrawal,1047.7,1091.26,1
6358,1,19,Offer D,No,Two Year,Credit Card,387.7,989.88,0
6359,7,72,Offer A,Yes,One Year,Credit Card,7629.85,9016.65,0
6360,3,45,Offer B,Yes,Two Year,Credit Card,3858.05,5244.05,0
6361,3,60,None,Yes,Two Year,Credit Card,2907.55,2947.55,0
6362,0,42,None,Yes,Month-to-Month,Bank Withdrawal,3313.4,3687.25,0
6363,0,48,Offer B,Yes,Month-to-Month,Credit Card,2108.35,2108.35,0
6364,0,55,Offer B,Yes,Two Year,Mailed Check,3617.1,5102.1,0
6365,0,1,None,Yes,Month-to-Month,Bank Withdrawal,79.55,121.68,1
6366,0,6,Offer E,Yes,Month-to-Month,Bank Withdrawal,536.4,799.2,1
6367,0,9,Offer E,No,Month-to-Month,Credit Card,185.6,633.26,1
6368,0,9,Offer E,Yes,Month-to-Month,Bank Withdrawal,359.4,379.4,0
6369,0,5,None,Yes,Month-to-Month,Bank Withdrawal,237.25,330.7,1
6370,1,43,None,Yes,Two Year,Bank Withdrawal,3460.3,5092.19,0
6371,0,7,Offer E,No,Month-to-Month,Bank Withdrawal,152.95,468.86,0
6372,1,71,None,Yes,Two Year,Credit Card,7209.0,9600.99,0
6373,2,32,Offer C,Yes,Two Year,Mailed Check,2570.0,2639.44,0
6374,0,8,None,No,Two Year,Credit Card,161.65,253.33,0
6375,10,72,None,Yes,Two Year,Bank Withdrawal,7840.6,8862.28,0
6376,0,12,None,Yes,One Year,Credit Card,872.65,1335.0,1
6377,0,51,None,Yes,One Year,Bank Withdrawal,5680.9,6050.68,0
6378,0,39,None,Yes,Month-to-Month,Credit Card,1880.85,1880.85,1
6379,0,3,None,No,Month-to-Month,Credit Card,53.05,102.01,0
6380,0,26,Offer C,Yes,One Year,Bank Withdrawal,2018.1,3048.48,0
6381,0,35,None,No,Month-to-Month,Bank Withdrawal,739.9,1367.1,0
6382,0,27,None,No,Month-to-Month,Credit Card,537.35,1357.07,0
6383,0,3,None,Yes,Month-to-Month,Bank Withdrawal,191.35,298.27,1
6384,0,2,None,Yes,Two Year,Credit Card,162.55,212.45,0
6385,0,18,None,Yes,Month-to-Month,Credit Card,1597.25,2111.87,1
6386,0,26,None,Yes,One Year,Bank Withdrawal,1581.95,2570.99,0
6387,8,65,Offer B,Yes,One Year,Credit Card,7227.45,8221.95,0
6388,0,41,Offer B,Yes,Month-to-Month,Bank Withdrawal,3645.75,5359.39,0
6389,0,67,Offer A,Yes,Two Year,Credit Card,7752.3,10022.26,1
6390,1,22,Offer D,Yes,Month-to-Month,Bank Withdrawal,1885.15,2135.73,0
6391,5,64,Offer B,Yes,One Year,Mailed Check,4068.0,5769.01,0
6392,0,27,None,Yes,Month-to-Month,Credit Card,805.1,945.1,1
6393,0,3,Offer E,Yes,Month-to-Month,Bank Withdrawal,291.9,321.75,1
6394,0,1,None,Yes,Month-to-Month,Credit Card,50.55,73.11,1
6395,2,65,None,Yes,One Year,Bank Withdrawal,6126.15,8616.95,0
6396,0,24,None,Yes,Month-to-Month,Bank Withdrawal,2283.15,3136.59,0
6397,0,51,None,Yes,One Year,Credit Card,2928.5,2928.5,0
6398,1,13,None,Yes,Month-to-Month,Bank Withdrawal,1233.65,1597.66,1
6399,3,61,None,No,Month-to-Month,Credit Card,1182.55,4005.02,1
